feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,label
1,47,38.29787234,2.127659574,101.8,0.002666667,0,0,0,750,0,False,True,False,False,False,False,False,False,True,False,False
1,44,0.0,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,27,66.66666667,33.33333333,40.0,0.0,1,0,0,0,-5,False,False,False,False,False,True,False,False,False,False,True
0,13,15.38461538,0.0,19.86,0.0,1,0,0,0,-6,False,True,False,False,False,False,False,False,False,False,True
1,16,0.0,0.0,52.8,0.0,0,0,0,0,-83,False,False,False,False,True,False,False,False,True,False,False
0,0,0.0,0.0,37.97,0.0,0,0,0,0,33,False,False,False,True,False,False,False,False,False,False,True
1,31,38.70967742,3.225806452,40.02,0.0,1,1,0,0,-1,False,False,True,False,False,False,False,False,False,False,True
1,30,0.0,0.0,40.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
1,28,21.42857143,0.0,27.7,0.0,1,1,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,36,72.22222222,5.555555556,55.19,0.083333333,0,0,0,24,-64,True,False,False,False,False,False,False,False,True,False,False
1,30,100.0,13.33333333,49.99,0.0,1,0,0,0,-45,False,False,True,False,False,False,False,True,False,False,False
1,23,78.26086957,0.0,104.96,0.25,1,0,0,8,0,False,True,False,False,False,False,False,False,True,False,False
0,4,75.0,0.0,40.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
1,18,38.88888889,16.66666667,35.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
1,41,31.70731707,4.87804878,49.1,0.0571428571428571,1,0,0,35,0,False,True,False,False,False,False,False,False,True,False,False
1,16,6.25,0.0,33.66,0.142857143,1,0,0,14,0,True,False,False,False,False,False,False,False,True,False,False
1,29,3.448275862,3.448275862,131.05,0.048780488,1,0,0,41,0,False,False,False,False,True,False,False,False,True,False,False
1,22,72.72727273,4.545454545,36.97,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
1,33,63.63636364,12.12121212,68.41,0.0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
0,0,0.0,0.0,353.51,0.0,1,0,0,0,-10,False,False,False,True,False,False,False,False,False,False,True
1,20,5.0,0.0,68.86,0.0,1,0,0,0,-26,False,False,False,False,False,True,False,False,True,False,False
1,22,72.72727273,4.545454545,42.3,0.0,1,0,0,0,-1,False,False,False,False,False,True,False,False,False,False,True
1,37,72.97297297,0.0,97.26,0.079443893,0,0,0,1007,-93,False,False,False,False,False,True,False,False,False,True,False
1,12,58.33333333,8.333333333,60.16,0.285714286,1,1,0,7,0,True,False,False,False,False,False,False,False,True,False,False
1,26,34.61538462,11.53846154,35.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
1,44,15.90909091,11.36363636,54.66,0.014326648,0,0,0,349,-1,False,False,False,False,False,True,False,False,False,True,False
0,0,0.0,0.0,146.08,0.028169014,0,0,0,639,-105,False,True,False,False,False,False,False,False,False,True,False
1,25,32.0,20.0,31.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
1,27,59.25925926,11.11111111,76.97,0.047619048,1,0,0,63,-1,False,True,False,False,False,False,False,False,True,False,False
1,43,30.23255814,13.95348837,32.6,0.153846154,1,0,0,13,0,False,False,False,False,False,False,True,False,True,False,False
1,41,4.87804878,2.43902439,77.15,0.125,1,0,0,16,-14,False,False,False,False,False,True,False,False,True,False,False
1,25,64.0,0.0,40.02,0.0,1,0,0,0,-5,False,False,False,False,False,True,False,False,True,False,False
1,46,10.86956522,0.0,40.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
1,15,40.0,13.33333333,55.34,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
0,7,57.14285714,14.28571429,50.9,0.0,1,0,0,0,-127,False,False,False,False,True,False,False,False,False,False,True
0,0,0.0,0.0,50.43,0.0,0,0,0,0,-25,False,False,False,False,False,False,True,False,True,False,False
1,18,22.22222222,5.555555556,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
0,0,0.0,0.0,16.36,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,18,0.0,0.0,76.87,0.133333333,0,0,0,30,-210,False,False,False,False,True,False,False,False,True,False,False
1,16,0.0,0.0,91.07,0.0,1,1,0,0,-1,False,False,False,False,False,True,False,False,True,False,False
1,33,6.060606061,3.03030303,51.24,0.0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
1,43,23.25581395,9.302325581,43.79,0.0689655172413793,1,0,0,29,-44,False,False,True,False,False,False,False,False,False,False,True
1,44,4.545454545,0.0,97.84,0.0,0,0,0,0,-25,True,False,False,False,False,False,False,False,False,True,False
1,35,0.0,0.0,40.25,0.0,1,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False
1,28,17.85714286,10.71428571,274.58,0.117647059,1,0,1,34,0,False,False,False,False,False,False,True,False,False,False,True
1,27,51.85185185,0.0,40.2,0.0,1,1,0,0,0,False,False,False,False,False,True,False,False,False,True,False
1,36,2.777777778,0.0,76.57,0.0,1,0,0,0,5,False,False,False,True,False,False,False,True,False,False,False
1,23,34.7826087,8.695652174,40.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
1,30,56.66666667,33.33333333,104.56,0.078125,1,1,0,64,0,False,False,False,False,False,True,False,False,True,False,False
0,0,0.0,0.0,72.94,0.0625,0,0,0,96,-26,False,False,False,False,False,True,False,False,True,False,False
1,28,3.571428571,0.0,45.29,0.0,1,1,0,0,-1,False,False,False,False,True,False,False,False,True,False,False
1,40,2.5,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True
1,22,100.0,4.545454545,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,26,50.0,19.23076923,52.93,0.0,1,0,0,0,-3,False,False,False,False,True,False,False,False,False,False,True
1,44,9.090909091,2.272727273,71.17,0.0,0,0,0,0,-112,False,False,True,False,False,False,False,True,False,False,False
1,9,44.44444444,22.22222222,91.72,0.0,1,1,1,0,0,False,False,False,False,False,True,False,False,False,False,True
0,0,0.0,0.0,50.87,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
1,41,19.51219512,4.87804878,40.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
1,43,18.60465116,0.0,89.49,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
0,0,0.0,0.0,108.17,0.0,0,0,0,0,-61,False,False,False,False,False,True,False,False,True,False,False
1,38,28.94736842,7.894736842,52.97,0.0,0,0,0,0,-102,False,False,True,False,False,False,False,True,False,False,False
0,0,0.0,0.0,66.07,0.0,0,0,0,0,-245,False,False,False,False,True,False,False,False,True,False,False
1,43,18.60465116,4.651162791,56.52,0.02484472,1,0,0,161,0,False,True,False,False,False,False,False,False,False,True,False
1,7,42.85714286,14.28571429,31.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
0,1,100.0,0.0,40.0,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True
1,45,60.0,4.444444444,22.69,0.12034384,0,0,0,349,-75,False,False,False,False,False,False,True,False,True,False,False
1,42,11.9047619,7.142857143,53.51,0.0,0,0,0,0,-2,False,False,False,False,False,False,True,False,False,True,False
1,40,25.0,15.0,50.0,0.0,0,0,0,0,-17,False,True,False,False,False,False,False,False,True,False,False
1,48,2.083333333,2.083333333,145.53,0.020920502,0,0,0,239,0,False,False,False,False,True,False,False,False,False,True,False
1,27,40.74074074,29.62962963,52.48,0.0645161290322581,1,0,0,31,0,False,True,False,False,False,False,False,True,False,False,False
1,11,45.45454545,27.27272727,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
1,18,77.77777778,27.77777778,35.21,0.4,1,0,0,5,-1,False,False,False,False,True,False,False,False,False,False,True
1,33,9.090909091,6.060606061,40.02,0.0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
1,37,18.91891892,0.0,38.46,0.25,1,0,0,8,0,True,False,False,False,False,False,False,False,True,False,False
1,45,0.0,0.0,82.51,0.0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
1,37,83.78378378,5.405405405,65.23,0.0275330396475771,0,0,0,908,-34,False,False,False,False,False,False,True,False,True,False,False
1,34,79.41176471,26.47058824,47.58,0.0810810810810811,1,1,1,37,-28,False,False,False,False,False,True,False,False,False,False,True
1,34,32.35294118,5.882352941,138.94,0.0,1,1,0,0,-5,False,False,False,False,True,False,False,False,False,False,True
1,28,7.142857143,3.571428571,40.02,0.0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
1,45,2.222222222,0.0,267.11,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
0,12,91.66666667,25.0,48.44,0.133333333,1,0,0,15,-14,False,False,True,False,False,False,False,False,False,False,True
1,44,0.0,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
0,0,0.0,0.0,109.73,0.25,0,0,0,8,0,False,False,False,False,False,True,False,False,True,False,False
1,32,40.625,12.5,177.91,0.0,1,0,0,0,-5,False,False,False,False,False,True,False,True,False,False,False
1,39,2.564102564,2.564102564,40.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False
1,41,31.70731707,7.317073171,62.5,0.0104384133611691,0,0,0,479,-23,False,False,False,False,False,True,False,False,False,True,False
1,37,0.0,0.0,40.02,0.0,1,1,0,0,-1,False,False,False,False,False,True,False,False,False,True,False
1,26,19.23076923,7.692307692,31.0,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True
1,45,13.33333333,2.222222222,82.19,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
1,43,9.302325581,4.651162791,81.6,0.0,0,0,0,0,-721,False,True,False,False,False,False,False,False,True,False,False
0,0,0.0,0.0,38.18,0.1,0,0,0,20,-2,False,False,False,False,True,False,False,False,True,False,False
1,40,47.5,5.0,51.65,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
1,16,0.0,0.0,27.32,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
1,34,5.882352941,0.0,40.02,0.0,1,0,0,0,-7,False,False,False,False,False,False,True,False,True,False,False
1,38,5.263157895,2.631578947,41.93,0.117647058823529,1,0,0,34,39,False,False,False,True,False,False,False,False,False,False,True
1,41,24.3902439,0.0,155.15,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
0,1,100.0,0.0,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,12,58.33333333,16.66666667,16.34,0.0,1,0,0,0,-9,False,False,False,False,False,False,True,False,False,True,False
1,16,0.0,0.0,73.55,0.095238095,0,0,0,21,0,False,False,False,False,False,True,False,False,True,False,False
1,33,0.0,0.0,40.73,0.125,1,0,0,16,0,False,False,False,False,False,True,False,False,False,False,True
1,13,61.53846154,15.38461538,29.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
1,42,50.0,28.57142857,106.44,0.0974212034383954,0,0,0,349,-1,False,True,False,False,False,False,False,False,False,True,False
1,43,18.60465116,2.325581395,50.66,0.028571429,1,0,0,70,-33,False,False,False,False,False,True,False,False,False,False,True
1,47,12.76595745,0.0,158.9,0.0041841,0,0,0,956,0,True,False,False,False,False,False,False,False,False,True,False
1,42,40.47619048,0.0,59.2,0.038869258,1,0,0,283,-15,False,False,False,False,True,False,False,False,False,False,True
1,23,17.39130435,0.0,76.23,0.0,1,1,0,0,-18,False,True,False,False,False,False,False,False,True,False,False
0,0,0.0,0.0,121.61,0.0,0,0,0,0,-97,True,False,False,False,False,False,False,False,False,True,False
1,14,71.42857143,0.0,40.0,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True
1,45,2.222222222,0.0,101.29,0.0,0,0,0,0,-6,False,False,False,False,False,True,False,False,True,False,False
1,46,21.73913043,4.347826087,83.19,0.0522727272727273,0,0,0,440,-94,False,False,False,False,False,True,False,False,True,False,False
0,6,0.0,0.0,53.7,0.085365854,1,1,1,82,0,False,False,True,False,False,False,False,True,False,False,False
1,43,2.325581395,0.0,55.6,0.0625,1,0,0,32,0,True,False,False,False,False,False,False,False,False,False,True
1,35,5.714285714,2.857142857,38.46,0.222222222,1,0,0,9,0,False,True,False,False,False,False,False,False,True,False,False
1,36,27.77777778,11.11111111,57.88,0.107142857,1,0,0,28,0,True,False,False,False,False,False,False,False,False,False,True
1,26,3.846153846,0.0,45.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
1,50,4.0,0.0,32.3,0.00921659,1,0,0,217,-3,True,False,False,False,False,False,False,False,False,False,True
1,38,2.631578947,2.631578947,31.0,0.0,1,0,0,0,-34,False,False,False,False,False,True,False,False,False,False,True
1,46,2.173913043,0.0,90.99,0.083333333,1,0,0,48,-16,False,False,False,False,False,True,False,False,True,False,False
1,34,14.70588235,2.941176471,32.63,0.0,1,0,0,0,-9,False,False,False,False,False,True,False,False,True,False,False
1,16,0.0,0.0,40.02,0.0,1,0,0,0,-43,True,False,False,False,False,False,False,False,True,False,False
0,0,0.0,0.0,40.02,0.0,0,0,0,0,-847,False,False,False,False,False,False,True,False,True,False,False
0,15,80.0,20.0,39.94,0.061320755,0,1,0,212,-24,True,False,False,False,False,False,False,False,True,False,False
0,0,0.0,0.0,24.93,0.0,0,0,0,0,-18,False,False,True,False,False,False,False,False,False,False,True
1,8,87.5,0.0,47.18,0.0,1,0,0,0,-6,False,False,False,False,False,True,False,False,True,False,False
1,27,55.55555556,25.92592593,90.54,0.050420168,0,0,0,119,26,False,False,False,True,False,False,False,False,False,False,True
1,40,40.0,0.0,45.02,0.0,1,1,0,0,0,False,False,False,False,True,False,False,False,False,True,False
1,43,25.58139535,9.302325581,68.35,0.017241379,0,0,0,232,0,False,True,False,False,False,False,False,False,False,True,False
0,10,10.0,0.0,57.54,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,41,4.87804878,2.43902439,58.16,0.129032258,0,0,0,31,-3,False,True,False,False,False,False,False,False,False,True,False
1,47,0.0,0.0,82.99,0.085714286,1,0,0,35,-13,False,False,False,False,True,False,False,False,False,False,True
1,49,8.163265306,0.0,44.64,0.0041237113402061,0,0,0,485,-412,True,False,False,False,False,False,False,False,True,False,False
0,2,50.0,0.0,51.36,0.102040816,0,0,0,49,0,False,False,False,False,False,True,False,False,False,True,False
1,6,16.66666667,16.66666667,40.02,0.0,1,0,0,0,-56,False,False,False,False,True,False,False,False,False,True,False
1,45,8.888888889,2.222222222,57.3,0.0,0,0,0,0,-42,False,False,False,False,True,False,False,False,True,False,False
0,0,0.0,0.0,52.42,0.074074074,0,0,0,27,0,False,False,False,False,False,True,False,False,True,False,False
1,37,48.64864865,0.0,175.07,0.044117647,1,0,0,68,-7,False,False,False,False,False,True,False,False,False,False,True
1,40,40.0,2.5,52.7,0.0,1,0,0,0,-69,False,False,False,False,True,False,False,False,True,False,False
1,37,72.97297297,18.91891892,76.8,0.145488029,1,1,1,543,39,False,False,False,True,False,False,False,False,False,False,True
1,26,73.07692308,23.07692308,142.95,0.1875,1,0,0,16,-22,True,False,False,False,False,False,False,False,True,False,False
1,39,5.128205128,2.564102564,43.4,0.4,1,0,0,5,-1,False,False,False,False,True,False,False,True,False,False,False
1,37,37.83783784,5.405405405,59.27,0.071428571,1,0,0,28,-31,False,True,False,False,False,False,False,False,False,False,True
1,25,36.0,12.0,78.4,0.0,1,0,0,0,-6,False,False,False,False,False,False,True,False,False,False,True
1,45,2.222222222,0.0,84.21,0.0,0,0,0,0,-63,False,False,False,False,True,False,False,False,False,True,False
1,42,4.761904762,2.380952381,81.2,0.0,1,0,0,0,-36,False,False,False,False,False,True,False,False,False,True,False
1,36,0.0,0.0,72.7,0.0,0,0,0,0,26,False,False,False,True,False,False,False,False,False,False,True
1,22,59.09090909,13.63636364,45.02,0.0,1,0,0,0,-18,True,False,False,False,False,False,False,False,False,True,False
1,34,26.47058824,0.0,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
0,1,100.0,0.0,40.79,0.0,1,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False
1,35,5.714285714,2.857142857,40.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,44,45.45454545,0.0,69.66,0.039215686,0,0,0,153,0,False,False,False,False,True,False,False,False,False,True,False
1,44,68.18181818,31.81818182,33.36,0.021017699,0,0,0,904,-46,False,False,False,False,False,False,True,False,True,False,False
1,28,10.71428571,3.571428571,133.17,0.333333333,1,0,0,6,-2,False,True,False,False,False,False,False,False,True,False,False
1,30,10.0,0.0,109.19,0.0,1,0,0,0,-52,False,False,False,False,True,False,False,True,False,False,False
0,4,50.0,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
1,38,36.84210526,15.78947368,94.2,0.0234375,1,0,0,256,-16,False,False,False,False,False,True,False,False,True,False,False
1,14,92.85714286,14.28571429,31.0,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
1,23,78.26086957,17.39130435,43.45,0.0,1,0,0,0,-73,False,False,False,False,False,True,False,False,True,False,False
1,26,26.92307692,7.692307692,81.2,0.0,1,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False
1,49,12.24489796,0.0,337.12,0.058604651,0,0,0,1075,-30,False,False,False,False,True,False,False,False,False,True,False
1,45,4.444444444,2.222222222,55.7,0.0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False
1,37,48.64864865,13.51351351,40.0,0.0,1,0,0,0,-1,False,True,False,False,False,False,False,False,False,False,True
1,47,53.19148936,8.510638298,61.8,0.106666667,1,1,1,75,-54,True,False,False,False,False,False,False,False,False,False,True
1,40,2.5,2.5,104.58,0.285714286,1,0,0,7,-88,False,False,False,False,False,True,False,False,False,True,False
1,35,42.85714286,20.0,56.93,0.166666666666667,1,0,0,42,0,False,True,False,False,False,False,False,False,False,False,True
0,0,0.0,0.0,75.75,0.064516129,1,0,0,31,-2,False,False,False,False,True,False,False,False,False,False,True
1,24,45.83333333,20.83333333,35.64,0.117647059,1,0,0,17,-13,True,False,False,False,False,False,False,False,False,False,True
1,16,0.0,0.0,45.17,0.025641026,0,0,0,78,0,False,False,False,False,False,True,False,False,False,True,False
1,35,51.42857143,14.28571429,113.73,0.0,1,0,0,0,-73,False,True,False,False,False,False,False,False,False,True,False
1,31,16.12903226,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
1,48,25.0,8.333333333,42.47,0.010895884,0,0,0,826,0,False,False,False,False,False,True,False,False,True,False,False
0,0,0.0,0.0,55.23,0.0,0,0,0,0,-31,False,False,False,False,False,True,False,False,False,False,True
0,0,0.0,0.0,64.86,0.0,0,0,0,0,-184,False,False,False,False,True,False,False,False,False,True,False
1,50,8.0,8.0,56.9,0.038709677,1,0,0,155,-31,False,False,False,False,True,False,False,False,False,False,True
0,0,0.0,0.0,59.54,0.023715415,0,0,0,253,-157,False,False,False,False,False,True,False,False,True,False,False
1,40,47.5,0.0,131.25,0.086956522,1,0,0,46,0,True,False,False,False,False,False,False,False,False,False,True
0,0,0.0,0.0,48.23,0.016,0,0,0,625,-323,False,False,False,False,False,True,False,False,False,True,False
1,35,17.14285714,5.714285714,84.89,0.125,1,0,0,16,-1,False,False,False,False,False,False,True,False,True,False,False
1,44,2.272727273,2.272727273,122.55,0.153846153846154,0,0,0,13,-2,False,True,False,False,False,False,False,False,False,True,False
0,0,0.0,0.0,33.58,0.059907834,0,0,0,217,-59,False,False,False,False,False,False,True,False,False,True,False
1,7,57.14285714,0.0,40.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
0,0,0.0,0.0,69.34,0.333333333,0,0,0,6,0,False,False,False,False,True,False,False,False,True,False,False
1,16,0.0,0.0,65.69,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
0,0,0.0,0.0,71.65,0.011970534,0,0,0,1086,-6,False,False,False,False,True,False,False,False,False,True,False
1,24,91.66666667,0.0,93.25,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
1,42,4.761904762,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True
1,41,17.07317073,9.756097561,37.27,0.0,1,1,1,0,-72,True,False,False,False,False,False,False,False,False,False,True
1,45,2.222222222,0.0,43.82,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
1,30,56.66666667,0.0,82.03,0.0,0,0,0,0,-418,False,True,False,False,False,False,False,False,False,False,True
0,0,0.0,0.0,46.44,0.052631579,1,0,0,76,-2,False,False,False,False,True,False,False,False,False,False,True
1,47,17.0212766,10.63829787,67.44,0.0,1,0,0,0,-65,False,False,False,False,False,True,False,False,False,False,True
1,25,88.0,24.0,76.62,0.107142857,0,0,0,28,-7,True,False,False,False,False,False,False,True,False,False,False
0,43,2.325581395,0.0,26.83,0.0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False
1,16,0.0,0.0,40.94,0.088235294,0,0,0,34,-15,False,False,False,False,False,True,False,False,False,True,False
0,0,0.0,0.0,40.04,0.0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False
1,26,88.46153846,3.846153846,123.67,0.046875,1,0,0,64,-27,False,True,False,False,False,False,False,False,False,True,False
0,6,66.66666667,16.66666667,40.02,0.0,1,1,0,0,-25,False,False,False,False,False,True,False,False,False,True,False
1,32,37.5,12.5,96.15,0.0,1,0,0,0,-9,True,False,False,False,False,False,False,False,False,False,True
1,8,37.5,0.0,35.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,True,False,False,False
1,37,8.108108108,8.108108108,19.11,0.0,1,0,0,0,-5,True,False,False,False,False,False,False,False,False,False,True
1,43,6.976744186,2.325581395,67.69,0.0,0,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
1,35,31.42857143,8.571428571,162.34,0.095238095,1,0,0,21,-1,False,False,False,False,False,True,False,False,False,True,False
0,0,0.0,0.0,75.02,0.0,0,0,0,0,-1,False,False,False,False,True,False,False,False,True,False,False
1,38,42.10526316,2.631578947,170.22,0.011160714,0,0,0,896,-9,False,False,False,False,False,True,False,False,True,False,False
1,33,3.03030303,3.03030303,38.25,0.3,1,1,0,10,0,False,True,False,False,False,False,False,False,False,True,False
1,9,44.44444444,11.11111111,40.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,36,13.88888889,2.777777778,62.26,0.0,1,0,0,0,-60,False,False,False,False,False,True,False,False,True,False,False
1,35,22.85714286,11.42857143,46.48,0.0,0,0,0,0,39,False,False,False,True,False,False,False,False,False,False,True
1,18,94.44444444,22.22222222,31.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
1,32,9.375,6.25,109.25,0.051282051,1,1,0,39,0,False,False,False,False,False,True,False,False,False,False,True
1,46,8.695652174,8.695652174,95.83,0.066071429,0,0,0,560,-599,True,False,False,False,False,False,False,False,False,True,False
1,45,0.0,0.0,238.39,0.0,0,0,0,0,-193,True,False,False,False,False,False,False,False,True,False,False
0,5,40.0,0.0,46.12,0.0,1,0,0,0,-1,False,True,False,False,False,False,False,False,True,False,False
1,24,37.5,0.0,40.0,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True
1,42,9.523809524,4.761904762,77.0,0.0,1,0,0,0,-18,True,False,False,False,False,False,False,False,False,False,True
1,44,6.818181818,0.0,76.62,0.0,0,0,0,0,-41,False,False,False,False,False,True,False,False,False,True,False
1,40,22.5,2.5,50.72,0.0,1,0,0,0,-19,False,False,True,False,False,False,False,True,False,False,False
1,31,41.93548387,16.12903226,89.14,0.0,1,0,0,0,-34,False,False,False,False,False,True,False,False,False,False,True
1,18,0.0,0.0,80.08,0.072727273,0,0,0,55,0,False,False,False,False,True,False,False,False,False,True,False
1,30,10.0,6.666666667,97.42,0.0,1,0,0,0,-1,False,False,False,False,True,False,False,False,False,False,True
